COMMUNE,LIEU_DIT,DEPARTEMENT,LONG_L93,LAT_L93,LAT_WGS,LONG_WGS,Département,Ancienne Région,Nouvelle Région,DPT_str
VAUDELNAY,Gîte de la Pinsonnière,49,457084.0,6673595.0,47.11824857815716,-0.20472405793225817,49,Pays de la Loire,Pays de la Loire,Maine-et-Loire
VAUDELNAY,Cave Reynouard,49,455226.0,6675109.0,47.131186433220456,-0.23002550614358472,49,Pays de la Loire,Pays de la Loire,Maine-et-Loire
VŒUIL-ET-GIGET,Carrière de Bompart 4,16,477541.16,6504367.46,45.6026353509629,0.14557817859647396,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
VŒUIL-ET-GIGET,Carrière COVICO 4,16,477518.34,6503810.07,45.597612032315446,0.14554405373867244,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
VŒUIL-ET-GIGET,Le Sterling,16,477616.799,6502736.749,45.58798537013449,0.14730347475413558,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
AYDAT,Tunnel de la Cassière,63,697037.051,6506424.336,45.6573615091661,2.961952414419388,63,Auvergne,Auvergne-Rhône-Alpes,Puy-de-Dôme
ALLY,Pommier (Ally),15,647259.0,6454967.47,45.19200237321651,2.328382878007127,15,Auvergne,Auvergne-Rhône-Alpes,Cantal
QUINSAC,Sauteau,33,424636.0,6412936.0,44.76093058877305,-0.4807725391145385,33,Aquitaine,Nouvelle-Aquitaine,Gironde
LANGOIRAN,Berguin,33,431584.0,6407231.0,44.71233769982947,-0.38996078256903605,33,Aquitaine,Nouvelle-Aquitaine,Gironde
LES HAUTS DE FORTERRE,Carrière de Molesmes,89,735187.0,6724490.0,47.61985239072239,3.4684475756998743,89,Bourgogne,Bourgogne-Franche-Comté,Yonne
HAUX,Carrière de Lamothe,33,432562.1,6409613.1,44.734141238768004,-0.3789095421210319,33,Aquitaine,Nouvelle-Aquitaine,Gironde
PRIGNAC-ET-MARCAMPS,Le Moulinot,33,425098.0,6443542.0,45.036405809940945,-0.49203839923714976,33,Aquitaine,Nouvelle-Aquitaine,Gironde
SUZE-LA-ROUSSE,Tunnel de la Borie,26,845493.0,6359051.0,44.31535809144472,4.824240595378212,26,Rhône-Alpes,Auvergne-Rhône-Alpes,Drôme
AMBAZAC,AMB - Chédeville bas - Mine inférieure de Chédeville,87,574860.0,6543348.0,45.97832736343137,1.3835804883313532,87,Limousin,Nouvelle-Aquitaine,Haute-Vienne
BERRIE,Château de Berrie,86,467125.95,6667514.61,47.06714011093408,-0.06926332817978526,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
BOMMES,Carrière de Lagardan-Cave Coste,33,435263.0,6390711.0,44.565158440931384,-0.3347465790589823,33,Aquitaine,Nouvelle-Aquitaine,Gironde
BOUZIÈS,Grotte du Cuzoulet,46,590277.0,6378924.0,44.500747665846546,1.619794966294943,46,Midi-Pyrénées,Occitanie,Lot
BUZET-SUR-BAÏSE,Château de Buzet,47,484016.18,6353755.22,44.24951212657377,0.2947747263372682,47,Aquitaine,Nouvelle-Aquitaine,Lot-et-Garonne
CAMBES,Le Puy (Cambes),33,426887.0,6409846.0,44.73402722169361,-0.450649065806433,33,Aquitaine,Nouvelle-Aquitaine,Gironde
CHEFFOIS,Rocher de Cheffois,85,359778.0,6601151.0,46.42435620044615,-1.4325241627480625,85,Pays de la Loire,Pays de la Loire,Vendée
CISSAC-MÉDOC,Château fort du Breuil,33,400620.0,6464877.0,45.218106831271434,-0.815602009080427,33,Aquitaine,Nouvelle-Aquitaine,Gironde
DAIGNAC,Carrière du Bourg (Daignac),33,442909.0,6416511.0,44.80009905797556,-0.2519206450240047,33,Aquitaine,Nouvelle-Aquitaine,Gironde
DISTRE,2 rue des Clérins,49,463698.0,6686323.0,47.23513032237464,-0.12419976691537996,49,Pays de la Loire,Pays de la Loire,Maine-et-Loire
DONZÈRE,Grotte des Chauves-souris du défilé de Donzère,26,835502.0,6374910.0,44.46008931140403,4.703298865888919,26,Rhône-Alpes,Auvergne-Rhône-Alpes,Drôme
GLÉNOUZE,Carrière Panthenay Foret Pie,86,472361.0,6660514.0,47.00596809618625,0.0031672929042930315,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
HAUX,Courcouyac,33,432176.2,6408449.1,44.72352267548204,-0.38314947338642036,33,Aquitaine,Nouvelle-Aquitaine,Gironde
LA BRETONNIÈRE-LA-CLAYE,rue du moulin raclet,85,373773.0,6607056.0,46.484376385632466,-1.2546938913658292,85,Pays de la Loire,Pays de la Loire,Vendée
LA TOUR-BLANCHE-CERCLES,Carrière de Champs fleuris,24,500349.0,6478070.0,45.37300255470783,0.44891252378342333,24,Aquitaine,Nouvelle-Aquitaine,Dordogne
LANGEAIS,62 Rue de Nantes,37,503331.0,6694307.0,47.31989825588129,0.39589922780468706,37,Centre,Centre-Val de Loire,Indre-et-Loire
LANGEAIS,La Basse Raguenière,37,502406.0,6695555.0,47.33085174618562,0.38311276870487637,37,Centre,Centre-Val de Loire,Indre-et-Loire
LANGOIRAN,Carrière de Graman,33,431572.4,6407393.3,44.71379304426765,-0.3901950560745913,33,Aquitaine,Nouvelle-Aquitaine,Gironde
LARÇAY,Carrière des Quarts,37,533422.38,6698438.49,47.365325737099866,0.7925851669635946,37,Centre,Centre-Val de Loire,Indre-et-Loire
LE VERDON-SUR-MER,Bunkers du Sémaphore,33,381055.0,6502594.0,45.548489995676874,-1.089401953461021,33,Aquitaine,Nouvelle-Aquitaine,Gironde
LERNÉ,la Grande Cheminée,37,479771.0,6674007.0,47.1298562380986,0.09409532687411121,37,Centre,Centre-Val de Loire,Indre-et-Loire
LES EYZIES,Carrières de Queylou,24,542238.0,6427354.0,44.92740603963846,1.0003054672837208,24,Aquitaine,Nouvelle-Aquitaine,Dordogne
LOUDUN,Carrière Croix des caves,86,480000.45,6660661.58,47.00986197366165,0.10357650218896,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
MONTREM,Carrière de Jevah (Chaux de St Astier),24,508465.0,6452869.0,45.14850626403958,0.5624861772984379,24,Aquitaine,Nouvelle-Aquitaine,Dordogne
MONTVALENT,Igue de Tirondelle,46,593393.0,6420628.0,44.87663007511874,1.6500155386770339,46,Midi-Pyrénées,Occitanie,Lot
NAUJAN-ET-POSTIAC,Escambert,33,448982.0,6416105.0,44.79867128105909,-0.17498121561729987,33,Aquitaine,Nouvelle-Aquitaine,Gironde
NONARDS,Grotte de La Garnie,19,607053.0,6436610.0,45.022477713838335,1.8199428128442559,19,Limousin,Nouvelle-Aquitaine,Correze
RANTON,Cave bourg (maire suivi par DSNE),86,469925.59,6660162.65,47.00197065671464,-0.028685908284959462,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
RÉAUMUR,Manoir des Sciences,85,409798.0,6631338.0,46.71927499477973,-0.8008505619516207,85,Pays de la Loire,Pays de la Loire,Vendée
SAINT-BENOIT-LA-FORET,Effondrement dans sol près ferme,37,495964.0,6683458.0,47.2200593760832,0.3033311198648142,37,Centre,Centre-Val de Loire,Indre-et-Loire
SAINT-HILAIRE-DES-LOGES,Le Retail,85,420394.0,6607917.0,46.513118376856085,-0.6481119712952957,85,Pays de la Loire,Pays de la Loire,Vendée
SAINT-RÉMY-DE-PROVENCE,Carrière de Glanum,13,847618.0,6299093.0,43.77543144212343,4.833422765873214,13,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône
SAINT-RESTITUT,Carrière de sable de la chapelle St Sépulcre,26,842572.0,6361236.0,44.335622505704094,4.788249084009821,26,Rhône-Alpes,Auvergne-Rhône-Alpes,Drôme
SAINT-ROMAIN-DE-BENET,Camp de César,17,397793.0,6516776.0,45.68363984344126,-0.884085047324474,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
SAINT-SAVINIEN,Falaise du Peu,17,414487.1,6537856.63,45.880450770489105,-0.6824709385445125,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
SERS,La Brousse,16,489345.98,6500821.12,45.57446008807948,0.2984832629823493,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
SOSSAIS,Bouzoumbroum,86,499062.37,6646854.98,46.891645062249275,0.36041573994000514,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
SOURSAC,Barrage de l'Aigle - Tunnel,19,639126.0,6460701.0,45.242955018698765,2.2241040266526646,19,Limousin,Nouvelle-Aquitaine,Correze
SOYAUX,Carrière du Lion de Saint-Marc,16,480675.0,6507760.0,45.63417776661615,0.18420327705526515,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
TRENTELS,Grotte de Giraudenque,47,529637.85,6373840.75,44.44282866848372,0.8590562274144612,47,Aquitaine,Nouvelle-Aquitaine,Lot-et-Garonne
VŒUIL-ET-GIGET,Carrière de La Roche (Voeuil),16,478832.88,6504569.32,45.60487104472534,0.16204518196054452,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
AUBIÈRE,Cave Savaron C1,63,708890.707,6516528.596,45.748297336260514,3.114354475936483,63,Auvergne,Auvergne-Rhône-Alpes,Puy-de-Dôme
MASSIAC,Ouche toutes mines (18 a - 18 b - 18c - 21 - 30 - 59 et 61),15,713495.0,6462960.0,45.265856341372185,3.1720743879279096,15,Auvergne,Auvergne-Rhône-Alpes,Cantal
LES,Banhs de Les,Catalunya,512454.3,6192423.6,42.80683172905147,0.7093478014892786,Catalunya,Espagne,Espagne,Espagne
LYS-HAUT-LAYON,Lys-Haut-Layon-Bourg,49,444763.0,6673918.0,47.11653921364566,-0.3672609987145663,49,Pays de la Loire,Pays de la Loire,Maine-et-Loire
CHASTEAUX,Le Soulier,19,579707.0,6445114.0,45.094811812729475,1.470743502580913,19,Limousin,Nouvelle-Aquitaine,Correze
MONTAIGNAC-SUR-DOUSTRE,Ruffaud,19,621434.0,6471447.0,45.33791533896291,1.996884553881743,19,Limousin,Nouvelle-Aquitaine,Correze
CAMOU-CIHIGUE,Gouffre de Bexanka,64,380931.0,6232620.0,43.121562967603595,-0.9193232249704227,64,Aquitaine,Nouvelle-Aquitaine,Pyrénées-Atlantiques
AZAY-SUR-THOUET,La Babinière,79,442828.0,6619294.0,46.62442446650131,-0.36209298831489517,79,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
COMBRAND,Le Claveau,79,420943.0,6646658.0,46.86180308378991,-0.6643996001756097,79,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
RÉAUP-LISSE,Ruisseau de Turlet (Local pompe),47,473979.0,6335368.0,44.080953633702826,0.17739166264065223,47,Aquitaine,Nouvelle-Aquitaine,Lot-et-Garonne
LANGEAC,Marsanges,43,738137.0,6438574.0,45.04536155394594,3.484371146645465,43,Auvergne,Auvergne-Rhône-Alpes,Haute-Loire
MAEZTU,Portillo del Gesal,Araba,255184.45,6197809.08,42.742133023852645,-2.4303828974599844,Araba,Espagne,Espagne,Espagne
MONTPEYROUX,Fumat,24,467073.0,6428418.0,44.91576415509333,0.04780035252450854,24,Aquitaine,Nouvelle-Aquitaine,Dordogne
ONATI,Iritegi,Gipuzkoa,258891.52,6224032.52,42.97967403432069,-2.40715603312494,Gipuzkoa,Espagne,Espagne,Espagne
USUN,Arbaiungo koba,Navarra,354702.63,6182689.85,42.661022977673746,-1.2082559597552545,Navarra,Espagne,Espagne,Espagne
KARRANTZA,Cueva de Santa Isabel,Bizkaia,182392.0,6260933.18,43.259355822586365,-3.377598200434746,Bizkaia,Espagne,Espagne,Espagne
BIRON,Grotte de Brasselay,64,397104.0,6268947.0,43.4550158950783,-0.7420950343321492,64,Aquitaine,Nouvelle-Aquitaine,Pyrénées-Atlantiques
MONTBRON,Ancienne usine Bricq,16,502256.94,6511385.55,45.6733965313935,0.45958384031728544,16,Poitou-Charentes,Nouvelle-Aquitaine,Charente
ÉTAULIERS,Bourg d'Etauliers,33,419581.0,6464650.0,45.22405110889864,-0.574154035024102,33,Aquitaine,Nouvelle-Aquitaine,Gironde
BELABRE,Ile de la Marquise,36,558939.0,6607098.0,46.549104379475565,1.158803008152708,36,Centre,Centre-Val de Loire,Indre
PRADELLE,Grotte des Sadoux,26,879114.0,6394834.0,44.629548229842484,5.258413659935783,26,Rhône-Alpes,Auvergne-Rhône-Alpes,Drôme
VILLEMUR-SUR-TARN,Usine Brusson,31,579645.0,6308254.0,43.86302609391596,1.5029379176334958,31,Midi-Pyrénées,Occitanie,Gers
DUNES,Grotte du Roc,82,521109.0,6332341.0,44.067301457472794,0.7666767964378967,82,Midi-Pyrénées,Occitanie,Tarn-et-Garonne
ROMPON,Grotte de Meysset,7,838999.0,6411091.0,44.785044236930545,4.75736324981417,7,Rhône-Alpes,Auvergne-Rhône-Alpes,Ardèche
PEYRUS,Grotte des Piaroux,26,868594.0,6423670.0,44.89169498964369,5.135666832152503,26,Rhône-Alpes,Auvergne-Rhône-Alpes,Drôme
SAINT-PARDOUX,Moulin Poussard,79,445360.0,6612087.0,46.560553429736004,-0.3250655074577378,79,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
ROUFFIGNAC-DE-SIGOULÈS,Grotte de la Fontanguillère,24,498348.0,6412433.0,44.78174039837615,0.45043261599996465,24,Aquitaine,Nouvelle-Aquitaine,Dordogne
ROCHEFORT-SAMSON,Grotte de l'Arche,26,871404.0,6432571.0,44.971115503019085,5.174348780437023,26,Rhône-Alpes,Auvergne-Rhône-Alpes,Drôme
ANDIRAN,Moulin d'Andiran,47,481592.0,6338276.0,44.10951875485231,0.27113325906529623,47,Aquitaine,Nouvelle-Aquitaine,Lot-et-Garonne
MONTMAUR-EN-DIOIS,Grotte de Solaure,26,887061.0,6402170.0,44.69347152228991,5.361322725267291,26,Rhône-Alpes,Auvergne-Rhône-Alpes,Drôme
TURZIOTZ,Minas de Siete Puertas,Bizkaia,193662.0397,6261700.713,43.27432930262916,-3.240066289863883,Bizkaia,Espagne,Espagne,Espagne
SAINT-MARTIN-DU-PUY,Le Trou-Noir,33,459444.0,6400364.0,44.66076793803528,-0.035137778074723375,33,Aquitaine,Nouvelle-Aquitaine,Gironde
SIRAN,Gare de Siran,15,631150.707,6432142.308,44.98507631901125,2.126485945561386,15,Auvergne,Auvergne-Rhône-Alpes,Cantal
SAINT-ILLIDE,Ancienne gare cavarnac,15,642353.596,6440579.08,45.06206114987598,2.2676190470310607,15,Auvergne,Auvergne-Rhône-Alpes,Cantal
PAUSSAC-ET-SAINT-VIVIEN,Gouffre de Paussac,24,506176.0,6474668.0,45.34405453304926,0.5246811027330895,24,Aquitaine,Nouvelle-Aquitaine,Dordogne
ARGELOUSE,Pont de l'Espine,40,409475.65,6369663.93,44.36561789375365,-0.64689709547957,40,Aquitaine,Nouvelle-Aquitaine,Landes
LA RONDE,Le Marais Gauthier,17,409016.959,6585162.492,46.303631078633856,-0.7821194298169228,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
CHIRÉ-EN-MONTREUIL,Château de Chiré,86,480310.0,6619258.0,46.63742105678505,0.12746945405627128,86,Poitou-Charentes,Nouvelle-Aquitaine,Vienne
LIORAC-SUR-LOUYRE,Domaine de Garraube,24,514240.0,6421375.0,44.86664907712152,0.6478710792554309,24,Aquitaine,Nouvelle-Aquitaine,Dordogne
AUSSURUCQ,Grotte de Xaxiziloaga,64,380469.0,6234968.0,43.14244953122365,-0.9264219081375012,64,Aquitaine,Nouvelle-Aquitaine,Pyrénées-Atlantiques
SAINT-GEORGES-D'OLÉRON,Fort des Saumonards,17,371394.0,6551983.0,45.98802193840726,-1.2470658256368123,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
ARTZENTALES,Ferme de La Cruz,Bizkaia,194010.0,6261070.0,43.268920441409456,-3.235183367709161,Bizkaia,Espagne,Espagne,Espagne
BOLTANA,Grotte de Seso,Aragon,456190.44,6155304.02,42.45647698822701,0.03971194506685718,Aragon,Espagne,Espagne,Espagne
FISCAL,Cueva de Burgasé,Aragon,449177.9,6158036.13,42.47862099420224,-0.04662896121300092,Aragon,Espagne,Espagne,Espagne
ARTZINIEGA,Artziniegako frontoia,Alava/Araba,200903.0,6244814.0,43.127998688156474,-3.135054815856205,Alava/Araba,Espagne,Espagne,Espagne
VALCARLOS,Txirriskin,Navarra,380096.776,6230292.808,43.10028465575273,-0.9281327286109622,Navarra,Espagne,Espagne,Espagne
LA GRIPPERIE-SAINT-SYMPHORIEN,Bois de la Rouillasse,17,393293.12,6526871.099,45.772424269781766,-0.9483060288936471,17,Poitou-Charentes,Nouvelle-Aquitaine,Charente-Maritime
OLESA DE BONESVALLS,Avenc de l'Esquerra,Catalunya,602529.15,6025486.42,41.324929993641945,1.8392400314837223,Catalunya,Espagne,Espagne,Espagne
SANT-LLORENÇ-SAVALL,Avenc del Davi,Catalunya,617822.43,6062540.27,41.65946565247393,2.015844524684753,Catalunya,Espagne,Espagne,Espagne
